service,description,url,phone,url_phone
Jersey Assistance for Community Caregiving,"The Jersey Assistance for Community Caregiving (JACC) program is available statewide in New Jersey. It provides in-home and community-based services for individuals aged 60 and older who meet nursing home level of care criteria. There are no specific operating hours listed, but individuals can apply for JACC by contacting their local Area Agency on Aging or Aging & Disability Resource Connection at 1-877-222-3737. Eligibility requirements include being a U.S. citizen or qualified alien, a resident of New Jersey, at least 60 years old, requiring nursing facility level care, and meeting specific financial criteria. Identification or documentation may be needed to verify eligibility for the program.",https://www.nj.gov/humanservices/doas/services/a-k/jacc/,18772223737,https://www.nj.gov/humanservices/doas/services/a-k/jacc/
"Jersey Battered Women's Service, Inc.","Location: National Domestic Violence Hotline (specific location not provided)  
Operating hours: 24/7  
Prerequisites: No specific prerequisites mentioned; support is available to anyone impacted by relationship abuse.",https://chat.thehotline.us/v2/index.html?dkey=783ea42e-3aa0-42f4-9899-ad886e4995b4&skill=g1b,,https://chat.thehotline.us/v2/index.html?dkey=783ea42e-3aa0-42f4-9899-ad886e4995b4&skill=g1b
Jersey Health Examiners,"I'm sorry, but I can't assist with that as you haven't provided the specific website or text you would like me to summarize. Please provide the relevant information or URL and I can help with the summary!",https://www.njconsumeraffairs.gov/bme,Sure! Please provide the text you would like me to analyze for the phone number.,https://www.njconsumeraffairs.gov/bme
Jersey Hobby,"Jersey Hobby RC is located in Ringoes, New Jersey. The website does not specify detailed operating hours or prerequisites for using the facility, such as identification requirements.",https://www.facebook.com/JerseyHobbyRC/,,https://www.facebook.com/JerseyHobbyRC/
Jewish Family & Children's Services of Northern New Jersey,,https://www.jfcsnnj.org/,,https://www.jfcsnnj.org/
Jewish Family & Children's Services of Northern NJ,,https://www.jfcsnnj.org/,,https://www.jfcsnnj.org/
Jewish Family and Children Services of Ocean County,"Location: 1235A Rt. 70, Lakewood, NJ 08701  
Operating Hours: Not explicitly stated  
Prerequisites: For certain services, such as for Holocaust survivors, eligibility may be required; otherwise, general counseling services have a sliding-scale fee. Identification or specific information may be needed when accessing various services.",https://www.jewishoceancounty.org/jewish-family-and-childrens-service,7323638010,https://www.jewishoceancounty.org/jewish-family-and-childrens-service
Jewish Family Center,,https://www.jfcsnnj.org/,,https://www.jfcsnnj.org/
Jewish Family Service of MetroWest NJ,"Location: 256 Columbia Turnpike, Suite 105, Florham Park, NJ 07932  
Operating Hours: Not specified  
Prerequisites: No specific identification requirements mentioned; however, services may involve licensed professionals.",https://www.jfsmetrowest.org/,9737659050,https://www.jfsmetrowest.org/
"Jewish Family Service of Somerset, Hunterdon, and Warren Counties","Jewish Family Service of Somerset, Hunterdon, and Warren Counties is located at 150-A West High Street, Somerville, NJ 08876. The operating hours are not specifically mentioned on the website. There is no explicit information regarding prerequisites for services, such as the need for identification.",https://jewishfamilysvc.org/,9087257799,https://jewishfamilysvc.org/
Jewish Family Services,,https://www.jfcsnnj.org/,,https://www.jfcsnnj.org/
Jewish Family Services of Middlesex County (SHIP),"Location: 219C Blackhorse Lane, North Brunswick, NJ 08902 and 1600 Perrineville Road, Suite 26, Monroe Township, NJ 08831. 

Operating hours: Not specified.

Prerequisites: Not specified.",https://jfsmiddlesex.org/,7327771940,https://jfsmiddlesex.org/contact-us/
"Jia Cheng, MD","**Location:** Movement Disorders Program of CentraState at Star and Barry Tobias Ambulatory Campus, Building B, 901 West Main Street, Building B, Suite 120, Freehold, NJ 07728.  
**Operating Hours:** Not specified.  
**Prerequisites:** Please contact the practice to confirm your health plan is accepted.",https://www.atlantichealth.org/find-a-doctor/jia-cheng-1891080941,7326376316,https://www.atlantichealth.org/find-a-doctor/jia-cheng-1891080941
"JOCELYN S GERGES, MD","Location: Family Practice of CentraState at CentraState Medical Center, 901 West Main Street, Building B, Suite 305B, Freehold, NJ 07728.  
Operating Hours: Not specified in the provided information.  
Prerequisites: Please contact the practice to confirm health plan acceptance and possible identification requirements.",https://www.atlantichealth.org/find-a-doctor/jocelyn-gerges-1821416538,7324620100,https://www.atlantichealth.org/find-a-doctor/jocelyn-gerges-1821416538
Johnson Library,"Johnson Public Library is located at 274 Main Street, Hackensack, NJ 07601. The operating hours are Monday to Wednesday from 9 am to 9 pm, Thursday to Friday from 9 am to 5 pm, and it is closed on Sunday. No information regarding prerequisites such as identification is provided.",https://www.johnsonlib.org/,2013434169,https://www.johnsonlib.org/
JOI’S ANGELS,"Location: 114 South Arlington Avenue, East Orange, New Jersey 07018  
Operating Hours: Not specified  
Prerequisites: Need is the only requirement for acceptance; specific identification requirements are not mentioned.",https://www.joisangels.com/,9733954348,https://www.joisangels.com/
Joseph House,"Joseph's House of Camden is located at 555 Atlantic Avenue, Camden, NJ, 08104, United States. The information does not specify operating hours or prerequisites for using the services.",https://www.jhoc.org/,8562461087,https://www.jhoc.org/contact
Joy Community Fellowship,"Joy Community Fellowship is located at 309 Florence Ave, Pitman, NJ 08071. The church holds Sunday morning worship services at 10:00 AM. No specific prerequisites or requirements for identification to attend are mentioned.",https://www.joycf.org/,8565824404,https://www.joycf.org/
Joy community fellowship church,"Joy Community Fellowship is located at 309 Florence Ave, Pitman, NJ 08071. They hold Sunday morning worship services at 10:00 AM every Sunday. There is no specific information provided on prerequisites for attendance, such as needing a form of identification.",https://www.joycf.org/,8565824404,https://www.joycf.org/
Just Believe,"Location: 734 Route 37 W, Suite 5, Toms River, NJ 08755  
Operating Hours: Accepting Donations Monday Through Friday  
Prerequisites: No information found.",https://justbelieveinc.org/,7322796157,https://justbelieveinc.org/contact-us
Kareboost Health,"Location: 107 Cedar Grove Ln Ste 100, Franklin Township, NJ 08873  
Operating Hours: Monday to Friday 9:00 AM - 8:00 PM, Saturday 8:00 AM - 2:30 PM, Sunday Closed  
Prerequisites: By appointment only; no identification requirements mentioned.",https://www.yelp.com/biz/kareboost-health-franklin-township-2,"I'm sorry, but I cannot process your request without the text from the website containing the phone number. Please provide the text you would like me to analyze.",https://www.yelp.com/biz/kareboost-health-franklin-township-2
karen Ann Quinlan Hospice,"Location: North & Northwest New Jersey and Pike County area, PA.  
Operating hours: Available 24-hours a day.  
Prerequisites: No specific identification requirements mentioned.",https://karenannquinlanhospice.org/,9733830115,https://karenannquinlanhospice.org/contact/
"Kathleen Stengel, MS","NeurAbilities Healthcare has locations in King of Prussia, PA; Voorhees, NJ; and Wall Township, NJ. The website does not specify operating hours. There is no explicit mention of prerequisites such as forms of identification needed to use their services.",https://neurabilities.com/ceo-kathleen-stengel-featured-interview-with-philadelphia-chamber-of-commerce/,8563460005,https://www.sharecare.com/doctor/kathleen-stengel-gwm62
Keansburg Housing Authority,"Location: Granville Towers Community Room, 1 Church St., Keansburg, NJ 07734  
Operating Hours: The next board meeting will be on March 12, 2025, at 7:00 PM EST.  
Prerequisites: Applicants must be Keansburg residents or U.S. veterans to be eligible to apply for housing and must provide documentation if selected in the lottery.",https://keansburgha.org/,7327876151,https://keansburgha.org/about-us/contact.html
Kennedy Fitness,,,,
Kennedy Fitness Club (Mullica Hill),,,,
"KENNETH ENG, DO","Location: Family Practice of CentraState, 901 West Main Street, Suite 305B, Freehold, NJ 07728  
Operating Hours: Not provided  
Prerequisites: Not specified  ",https://www.centrastate.com/find-a-physician/kenneth-eng-do-family-medicine/,7324312000,https://www.centrastate.com/find-a-physician/kenneth-eng-do-family-medicine/
Khan Academy,"Khan Academy is an online educational platform that offers a variety of free courses and resources across subjects including math, science, economics, and humanities. As an online platform, it is accessible from anywhere and does not have specific operating hours. Users may need to create an account to access certain features, but no form of identification is required.",https://www.khanacademy.org/regions/united-states/new-jersey,9736774050,https://www.orange.k12.nj.us/domain/2104
"Khaula Khalid, DO","Locations:  
1. Cardiology - Bayonne  
   191 Lefante Way, Bayonne, NJ 07002  
   Phone: 1-551-220-4782  

2. Cardiology - Hoboken  
   1425 Bloomfield St, Hoboken, NJ 07030  
   Phone: 1-201-991-8565  

3. Cardiology - Rutherford  
   201 State Rt 17, Floor 11, Suite 1101, Rutherford, NJ 07070  
   Phone: 1-201-991-8565  

Operating Hours: Not specified.  

Prerequisites: Not specified, but it is advisable to check if a form of identification or insurance is needed when scheduling an appointment.",https://east.optum.com/providers/khaula-khalid/,15512204782,https://east.optum.com/providers/khaula-khalid/
Kinship Navigator Program,"The Kinship Navigator Program provides information, referral, financial assistance, and legal services to caregivers raising children related to them. The program is available statewide in New Jersey, with specific agencies serving different counties. These agencies assist caregivers in navigating community resources, determine eligibility for program benefits, and provide technical support for legal guardianship. Caregivers are encouraged to call 211 for immediate assistance and referrals.

There are no specific operating hours mentioned for the program itself, but the program assists caregivers with various needs, including medical coverage, housing assistance, and tutoring services. To obtain legal guardianship through the program, caregivers must have been caring for a child for at least one year and take responsibility until the child turns eighteen (or twenty-one if disabled). No explicit prerequisites, such as identification, are mentioned, but caregivers must meet the program criteria.",https://www.nj.gov/dcf/families/support/kinship/,18554636323,https://www.nj.gov/dcf/families/support/kinship/
KROC Human Resource Mgr,"1865 Harrison Avenue, Camden, New Jersey 08105. No specific operating hours are provided. The text does not mention any prerequisites such as identification requirements.",https://easternusa.salvationarmy.org/camden-kroc/meet-the-team-1/,8563796900,https://easternusa.salvationarmy.org/camden-kroc/meet-the-team-1/
Lab corp,"{""location"": ""New Jersey (NJ)"", ""operating_hours"": """", ""prerequisites"": """"}",https://locations.labcorp.com/nj/,9085262400,https://www.labcorp.com/taxonomy/term/56
Lab Corp (Turnersville),"Location: 151 Fries Mill Rd, Ste 205-206, Turnersville, NJ 08012  
Operating Hours: Not specified  
Prerequisites: Appointments are encouraged but not required; walk-ins are welcome. Special preparation for certain tests may be necessary, and it is advised to consult with a healthcare provider about any required preparations before testing.",https://locations.labcorp.com/nj/turnersville/19890/,8564011290,https://locations.labcorp.com/nj/turnersville/19890/
Lab Corp Sewell,"Labcorp in Sewell, NJ is located at 100 Kings Way E, Ste B3, Sewell, NJ 08080. The general operating hours are not specified in the provided information. Appointment scheduling is encouraged, but walk-ins are welcome. Prerequisites for testing may include special preparation like fasting or avoiding certain medications, which should be discussed with a healthcare provider prior to the visit. No specific identification requirements are mentioned.",https://locations.labcorp.com/nj/sewell/2783/,8565829469,https://locations.labcorp.com/nj/sewell/2783/
Lab Corp. (Swedesboro),"Location: 300 Lexington Rd, Ste 240, Swedesboro, NJ 08085  
Operating Hours: Not specified in the text.  
Prerequisites: Appointments are encouraged but walk-ins are welcome. Special preparation for tests may be required, including fasting or avoiding certain medications. It's important to talk to your healthcare provider about preparation for specific tests.",https://locations.labcorp.com/nj/swedesboro/27972/,8569756512,https://locations.labcorp.com/nj/swedesboro/27972/
Ladder Project - Greater Bergen Community Action,"The Ladder Project is located in downtown Hackensack, NJ. It operates as a halfway house for homeless men who have completed a drug/alcohol treatment program. While specific operating hours are not mentioned, residents commit to stay for 3-6 months. Eligibility criteria include being 18 years or older, having completed a 28-day or longer inpatient treatment program, lacking a permanent address, securing employment, and participating in offered services. Documentation is required for application, and a counselor will provide details on what to bring for the prescreen interview.",https://www.greaterbergen.org/ladder-project,2013420029,https://www.greaterbergen.org/ladder-project
Lafayette Federated Church,"Lafayette Federated Church is located at 180 State Route 15, Lafayette, New Jersey 07848. The Sunday worship service is held at 9:30 AM (in-person and online), followed by a coffee fellowship. Sunday School for all ages is at 10:45 AM. No specific prerequisites for attendance are mentioned.",https://www.lfc.org/,9733834461,https://www.lfc.org/
Lakewood Resource & Referral Service,"Location: 212 Second Street, Suite 204, Lakewood, NJ 08701  
Operating Hours:  
- Monday: 9:15 am - 12 noon, 1 pm - 4 pm  
- Tuesday: 9:15 am - 12 noon, 1 pm - 4 pm  
- Wednesday: 9:15 am - 12 noon, 1:30 pm - 4 pm  
- Thursday: 9:15 am - 12 noon, 1 pm - 4 pm  
- Friday: 9:15 am - 12 noon  
Prerequisites: Case workers are available by appointment only for phone inquiries, and quick questions can be addressed in-person on a first-come, first-serve basis with no appointment necessary.",https://www.lrrcenter.org/public/,7329429292,http://www.lrrcenter.org/public/contact_us
Lambertville Free Public Library,"The Lambertville Free Public Library is located at 6 Lilly Street, Lambertville, NJ 08350. The operating hours are Monday from 10am – 6pm, Tuesday from 10am – 9pm, Wednesday from 12pm – 9pm, Thursday from 10am – 9pm, Friday from 12pm – 6pm, Saturday from 10am – 3pm, and the library is closed on Sunday. There is a note indicating that patrons should update their contact information by calling the library or visiting in person to avoid interruptions in service on various platforms, which suggests a form of identification or library card may be necessary, although no specific prerequisites for using the library services are detailed.",https://lambertvillelibrary.org/,6093970275,https://lambertvillelibrary.org/
Latoya Wilson,"LaToya Wilson is a realtor located in Montclair, NJ. The website does not provide specific operating hours or information regarding prerequisites for using her services.",https://www.facebook.com/RealtorLaToya/,,
LavaLove Mobile Showers,"LavaLove® Mobile Showers will operate in Morristown, NJ, with a soft launch on December 11, 2021. They will operate a minimum of three days per week (Tuesday, Thursday, and Saturday) for 6 hours each day. There is no specific information on prerequisites such as identification needed to use the services.",https://patch.com/new-jersey/morristown/lavalove-mobile-showers-homeless-coming-new-jersey,,https://www.facebook.com/lavalovenj/
"Lawrence D Davanzo, DO","Brunswick Pulmonary & Sleep Medicine is located at 49 Veronica Ave Ste 105, Somerset, NJ 08873. The operating hours are Monday from 9:00 AM - 6:00 PM, Tuesday from 9:00 AM - 5:00 PM, Wednesday from 9:00 AM - 6:30 PM, Thursday from 9:00 AM - 5:00 PM, and Friday from 9:00 AM - 5:00 PM. The office is closed on Saturday and Sunday. There is a mention of patient forms, suggesting that some form of identification may be required, though no specific prerequisites are explicitly stated.",https://drdavanzo.com/,7322463066,https://drdavanzo.com/
Lazarus House,"Location: Burke & Pacific Avenues, Wildwood, New Jersey 08260  
Operating Hours: Monday, Wednesday, Friday from 10:00 AM - 12:00 Noon  
Prerequisites: No specific prerequisites mentioned.",https://lazarushouseministries.org/,6095221500,https://lazarushouseministries.org/contact-us/
League of Women Voters,"204 West State Street, Trenton, NJ 08608. Operating hours and prerequisites for using services are not specified on the website.",https://www.lwvnj.org/,6093943303,https://www.lwvnj.org/footer/contact-us
Learning resource Center of Southern NJ,"The Learning Resource Center-South (LRC-South) is located at James Hall Rm 1140, 445 North Campus Drive, Glassboro, NJ 08028. The summer operating hours are Monday to Thursday from 9:00 am to 4:00 pm and Friday from 9:00 am to 3:00 pm. For the 2024-2025 academic year, the hours are Monday to Wednesday from 9:00 am to 4:30 pm, Thursday from 9:00 am to 6:30 pm, and Friday from 9:00 am to 4:00 pm. Membership to LRC-South is available at no cost to the general public, and it provides access to resources such as a lending library and production center. There are no specific prerequisites mentioned for using the LRC-South, but becoming a member is required to access services.",https://education.rowan.edu/lrcsouth/,8562564704,https://education.rowan.edu/lrcsouth/
Legacy Treatment center,"I'm sorry, but I can't access external websites to gather information. However, if you provide me with the text or details from the website, I can help summarize it for you.",https://988lifeline.org/chat,1-800-273-8255,https://988lifeline.org/chat
Legal Aid Now,"Legal Services of New Jersey (LSNJ) provides free legal assistance to low-income individuals for civil legal matters. The main location is at P.O. Box 1357, Edison, NJ 08818-1357, and they operate a toll-free statewide legal hotline at 1-888-LSNJ-LAW for assistance. Operating hours are not specified. There are no explicit prerequisites mentioned, but it is implied that individuals seeking help should be low-income and may need to provide identification or information regarding their legal issues when applying for assistance.",https://www.lsnj.org/,7325729100,https://www.lsnj.org/
Legal aid service,"Legal Services of New Jersey (LSNJ) provides free legal assistance to low-income individuals in civil legal matters. The organization is located at P.O. Box 1357, Edison, NJ 08818-1357, and can be reached at (732) 572-9100. They operate a toll-free statewide legal hotline at 1-888-LSNJ-LAW. There are no specific prerequisites mentioned for obtaining help, but it's implied that clients may need to be low-income.",https://www.lsnj.org/,18885765529,https://www.lsnj.org/StatewideHotline.aspx
Legal Services for Immigration,"Location: Various locations across New Jersey, including Newark, Atlantic City, Camden, Bound Brook, New Brunswick, Perth Amboy, Phillipsburg, Paterson, Lakewood, Jersey City, Cinnaminson, Trenton, Plainfield, Glassboro, and others.

Operating Hours: Not specified for all organizations.

Prerequisites: Generally, individuals seeking assistance may need to provide identification and relevant documentation, though not explicitly stated for all organizations.",https://www.immigrationadvocates.org/nonprofit/legaldirectory/search?state=NJ,73257291008782,https://www.immigrationadvocates.org/nonprofit/legaldirectory/organization.393113-Legal_Services_of_New_Jersey_Immigration_Representation_Project
Legal Services of Northwest Jersey,"Legal Services of Northwest Jersey provides free civil legal services to individuals with limited income, those aged 60 and older, and people affected by HIV/AIDS across five counties in northwest New Jersey. The offices are located in:

1. Hunterdon County: 82 Park Avenue, Flemington, NJ 08822, Phone: (908) 782-7979
2. Morris County: 30 Schuyler Place, 2nd Floor, Morristown, NJ 07963, Phone: (973) 285-6911
3. Somerset County: 90 East Main Street, 3rd Floor, Somerville, NJ 08876, Phone: (908) 231-0840
4. Sussex County: 18 Church Street, Suite 120, Newton, NJ 07860, Phone: (973) 383-7400
5. Warren County: 91 Front Street, Belvidere, NJ 07823-1437, Phone: (908) 475-2010

There are no specific operational hours listed. To apply for legal help, individuals can apply online or contact any office directly. Importantly, they should not send attachments in initial inquiries and should avoid emailing confidential information until Legal Services of Northwest Jersey has agreed to provide assistance.",https://www.lsnj.org/lsnwj/,,https://www.lsnwj.org/
Leila Care Ride,"""""",https://cspnj.my.site.com/countydatabase/s/resource/a1S4N0000076xlHUAQ/leila-care-ride,,https://cspnj.my.site.com/countydatabase/s/resource/a1S4N0000076xlHUAQ/leila-care-ride
"Lesbian & Gay Community Services Center, Inc.","208 W 13 St, New York, NY 10011  
Operating Hours: Mon-Sat: 8 a.m. to 10 p.m., Sun: 8 a.m. to 8 p.m.  
No specific prerequisites mentioned for using the services.",https://gaycenter.org/,9734249555,https://www.poz.com/directory/provider/newark-lgbt-community-center
LGBTQI Resources,"The website provides a range of resources for the LGBTQIA+ community in New Jersey. It includes various organizations and services such as the Babs Siperstein PROUD Center in Somerset County, the Hudson Pride Center, and The PRIDE Center of Mercer County, among others. 

Specific locations mentioned include:
- Babs Siperstein PROUD Center (Somerset County)
- Hudson Pride Center (Hudson County)
- Kaleidoscope (Bordentown, NJ)
- PROUD Gender Center of New Jersey
- Rutgers Center for Transgender Health

Operating hours are not provided. 

No specific prerequisites such as identification requirements are mentioned for using these services.",https://www.nj.gov/dcf/adolescent/lgbtqi/,18554636323,https://www.nj.gov/dcf/adolescent/lgbtqi/
License Restoration Program (Greater Paterson Opportunities),,https://www.findhelp.org/greater-paterson-opportunities-industrialization-center-(gpoic)--paterson-nj--license-restoration-program-(lrp)/6346276186750976?postal=07011,,https://www.findhelp.org/greater-paterson-opportunities-industrialization-center-(gpoic)--paterson-nj--license-restoration-program-(lrp)/6346276186750976?postal=07011
Life Church,"Location: 2245 US-130, Dayton, NJ  
Operating Hours: Sunday Services at 9:30 AM and 11:30 AM  
Prerequisites: No specific prerequisites mentioned.",https://www.njlifechurch.com/,,https://www.njlifechurch.com/
Life Church Emergency Food Pantry,"Location: 1509 North Main Street, Williamstown, NJ 08094  
Operating Hours: 1st Saturday of every month from 10:30 am–11:30 am, and on the 2nd Wednesday of every month from 2:00 pm–3:00 pm.  
Prerequisites: Drive-Thru Only; no ID or documentation required, but it's advised to check details on the resource for any specific needs. No appointment or pre-registration needed.",https://www.foodhelpline.org/directory/resources/cleizvcok0004mp0foo6g4j5h,8566294680,https://www.foodhelpline.org/directory/resources/cleizvcok0004mp0foo6g4j5h
Life Recovery,"The 988 Lifeline Pre-Chat Survey does not provide specific information regarding location, operating hours, or prerequisites for usage.",https://988lifeline.org/chat,,https://988lifeline.org/chat
Lifeline Utility Assistance,"The Lifeline Utility Assistance program, part of the New Jersey Division of Aging Services, offers a $225 annual benefit to eligible older adults and people with disabilities. To qualify, applicants must be residents of New Jersey, aged 65 or older or between 18 and 64 and receiving Social Security Disability, with specified income limits. There are no specific operating hours mentioned, but assistance can be accessed via their toll-free hotline at 1-800-792-9745. Eligibility prerequisites include being a recipient of the Pharmaceutical Assistance to the Aged and Disabled (PAAD) program or related Medical Assistance programs. Applicants need to provide relevant information on their application, which may be completed alongside a PAAD application.",https://www.nj.gov/humanservices/doas/services/l-p/lifeline-utility/,18007929745,https://www.nj.gov/humanservices/doas/services/l-p/lifeline-utility/
Light Rail Ministries,,,9732755555,https://www.njtransit.com/contact/customer-service-locations
Lighthouse Church - Forever Young Senior Luncheon,,https://m.facebook.com/TheLighthouseChurchOfCapeMayCounty/photos/the-best-tuesday-of-the-month-is-quickly-approaching-join-us-tuesday-december-10/964768869015726/,,https://m.facebook.com/TheLighthouseChurchOfCapeMayCounty/photos/mark-your-calendar-forever-young-senior-luncheon-tuesday-june-11th-12pmour-guest/838995351593079/
LIHEAP,"The Low Income Home Energy Assistance Program (LIHEAP) is administered by the New Jersey Department of Community Affairs. Assistance is available for very low-income residents struggling with heating and cooling bills. The operating hours are not specified, but applications can be submitted through local Community Action Agencies. To apply, individuals must determine their eligibility, fill out an application, and submit it to their Local Community Action Agency. A form of identification or documentation of income may be required as part of the application process. For further assistance, individuals can contact the toll-free hotline at 1-800-510-3102.",https://www.nj.gov/dca/dhcr/offices/hea.shtml,,https://www.nj.gov/dca/divisions/dhcr/offices/docs/LIHEAP/LIHEAP_Agencies.pdf
Liquid Church,"Location: Liquid Church has multiple locations in New Jersey, including Parsippany (299 Webro Rd), Princeton (545 Meadow Rd), Parlin (820 Washington Rd), Wayne (1441 Ratzer Rd), and Somerville (222 Davenport St), among others.

Operating Hours: Service times vary by location, generally including multiple services on Sundays such as 8:45 AM, 9:00 AM, 9:30 AM, 10:30 AM, 11:00 AM, 11:30 AM, and 12:15 PM.

Prerequisites: There are no dress codes or fancy requirements to visit the church, and volunteers are available to assist newcomers. No specific forms of identification or prerequisites are mentioned for attending services.",https://www.liquidchurch.com/,9738798655,https://www.liquidchurch.com/contact-us
List of Warm Centers in Somerset County,"New Jersey Code Blue provides warming centers throughout the state in response to severe cold or storm events. These centers operate during designated Code Blue activations, which vary by county and time. Most warming centers include public libraries, senior centers, and shopping centers, usually open during regular business hours. After-hours and overnight options are also available. Identification or specific prerequisites may be required, depending on the center's policies, so it's advised to check local guidelines.",https://nj211.org/njcodeblue,8776521148,https://nj211.org/njcodeblue
Literacy Volunteers of Morris County (LVMC),"Location: 16 Elm St, 1st Floor, Morristown, NJ 07960  
Operating Hours: Monday – 9:00 AM to 2:00 PM, Tuesday – 9:00 AM to 7:00 PM, Wednesday – 9:00 AM to 2:00 PM, Thursday – 9:00 AM to 2:00 PM, Closed on Fridays  
Prerequisites: Available for foreign-born adults over 18 who live or work in Morris County.",https://www.lvmorris.org/,9739841998,https://www.lvmorris.org/
Literacy Volunteers of Somerset County,"The website for Literacy Volunteers of Somerset County does not provide specific location or operating hours. Additionally, there is no information regarding prerequisites such as identification requirements.",https://www.literacysomerset.org/,,https://www.literacysomerset.org/
Little Falls Senior Bus Service,"The Senior Citizens’ Resource Page for Little Falls, NJ offers a senior bus service that operates Monday and Friday from 8:00 a.m. to 2:00 p.m., and Tuesday and Thursday from 8:00 a.m. to 2:30 p.m. The bus does not operate on Wednesdays. This service is available only to Township residents aged 55 and older, or younger if disabled. To use the service, residents must apply for a pass in person, either at the Clerk’s Office or the Department of Public Works. All service requests should be made by calling the senior bus driver during operational hours.",https://www.lfnj.com/senior-citizens%E2%80%99-resource-page,2019946831,https://www.lfnj.com/senior-citizens%E2%80%99-resource-page
LITTLE ZION U.A.M.E. CHURCH,"Little Zion UAME Church is located at 154 Stephens St., Belleville, NJ 07109. The church holds services at 11:00 AM. There is no specific information provided regarding prerequisites for attendance, such as the need for identification.",https://www.littlezionuame.org/,9737597358,https://www.littlezionuame.org/
"Livanta, LLC","{""location"":""Regions 2, 3, 5, 7, and 9 of the United States"",""operating hours"":"""",""prerequisites"":""""}",https://www.livantaqio.cms.gov/en/states/new_jersey,18668155440,https://www.livantaqio.cms.gov/en/states/new_jersey
Living Proof Recovery Center,"The 988 Lifeline Pre-Chat Survey is an online tool designed to assist users in connecting with trained crisis counselors. The location is not explicitly stated as it is an online service. Operating hours are available 24/7. There are no specific prerequisites mentioned for using the service, such as identification requirements.",https://988lifeline.org/chat,988,https://988lifeline.org/chat
Living Proof Recovery Centerby Center For Family Services,"Living Proof Recovery Centers has multiple locations across New Jersey. The centers operate with a focus on providing free services and workshops to support individuals in recovery, including access to resources and wellness classes. There are no mentioned operating hours or specific prerequisites, although some connections to sober living resources may require meeting minimum requirements.",https://www.centerffs.org/lprc/home,,https://www.centerffs.org/lprc/home
Living Well with Schizophreina,"Location: 61 W. Main Street, Freehold, NJ 07728

Operating Hours: Not specified

Prerequisites: Medicare and Medicaid insurance plans are not accepted, and some personal information such as member ID number and client date of birth is required for intake.",https://relevancerecovery.com/mental-health/schizophrenia/,,https://www.nj.gov/humanservices/dmhas/home/hotlines/MH_Dir_COMPLETE.pdf
Lodi Memorial Library,"Lodi Memorial Library is located in Lodi, New Jersey. Its operating hours are Monday, Tuesday, and Thursday from 10:00 AM to 8:00 PM, and Wednesday, Friday, and Saturday from 9:30 AM to 5:00 PM; the library is closed on Sundays. To access its services, patrons may need to apply for an e-card to use e-books, e-audiobooks, and e-magazines.",https://www.lodilibrarynj.org/,9733654044,https://www.lodilibrarynj.org/contact-us.html
Logisticare of New Jersey,"LogistiCare, now operating as Modivcare, provides non-emergency medical transportation for NJ FamilyCare members. Reservations for transportation can be made by calling 1-866-527-9933 (TTY 1-866-288-3133) or online at Modivcare.com. No specific location or operating hours are mentioned, nor are there specific prerequisites indicated for using this service, though having a member ID card for visits is recommended.",https://www.horizonnjhealth.com/membersupport/updates-and-announcements/logisticare-now-modivcare,,https://www.tricountyresourcenet.org/index.cfm/_api/render/file/?method=inline&fileID=0001D1FA-5056-A830-8CCE12EDFC96F502
Long branch housing authority,"Location: 2 Hope Lane, P.O. Box 337, Long Branch, NJ 07740  
Operating Hours: Monday – Thursday 9:00 AM – 4:30 PM, Friday 9:00 AM – 4:30 PM (alternating), Saturday Closed, Sunday Closed  
Prerequisites: No specific prerequisites mentioned, but it may be implied that identification or documentation may be needed for certain services.",https://lbhousing.org/,7322223747,https://lbhousing.org/
Long Term Care (CARE ONE),"""""",https://www.care-one.com/locations/,8552778550,https://www.care-one.com/locations/
Long-Term Care (Windsor Heatlhcare Management),"""""",https://www.windsorhealthcare.org/,,https://www.windsorhealthcare.org/
LOVE OF JESUS FAMILY CHURCH OF BELLEVILLE,"Location: 4 N. Hawthorne Lane, Newark – BELLEVILLE, NJ  
Operating Hours: Every 3rd Saturday of the month, 9:00 AM - 1:00 PM  
Prerequisites: No specific prerequisites mentioned.",https://projectlive.org/love-of-jesus-family-church-of-belleville/,2012322536,https://projectlive.org/love-of-jesus-family-church-of-belleville/
Low Income Home Energy Assistance Program,"The Low Income Home Energy Assistance Program (LIHEAP) is operated by the New Jersey Department of Community Affairs located in Trenton, NJ. The application period for assistance with past due electric and gas bills is currently open. To apply, individuals must review the eligibility criteria and then submit a completed application to their Local Community Action Agency. Prerequisites include checking income guidelines and completing an application form. Additionally, applicants can obtain information by calling a toll-free hotline at 1-800-510-3102. There are no specific operating hours mentioned.",https://www.nj.gov/dca/dhcr/offices/hea.shtml,18005103102,https://www.nj.gov/dca/dhcr/offices/hea.shtml
Madison Meals - on - Wheels,,https://www.rosenet.org/1241/Meals-On-Wheels,,https://www.rosenet.org/1241/Meals-On-Wheels
Margaret Heggan Public Library,"Margaret E. Heggan Free Public Library is located at 606 Delsea Drive, Sewell, NJ 08080. The library's operating hours are Monday to Thursday from 10:00 AM to 9:00 PM, Friday and Saturday from 10:00 AM to 5:00 PM, and Sunday from 1:00 PM to 5:00 PM. There is no specific information regarding prerequisites such as identification requirements mentioned.",https://www.hegganlibrary.org/,8565893334,https://www.hegganlibrary.org/
